Age (years b2k)	d18O(permil)
35100	-39.52
35120	-40.02
35140	-40.36
35160	-39.75
35180	-39.31
35200	-40.11
35220	-40.46
35240	-38.74
35260	-39.64
35280	-39.32
35300	-39.82
35320	-39.21
35340	-39.61
35360	-38.48
35380	-38.81
35400	-39.45
35420	-38.8
35440	-38.25
35460	-39.18
35480	-39.46
35500	-40.96
35520	-42.74
35540	-42.95
35560	-44.65
35580	-40.86
35600	-43.18
35620	-42.78
35640	-42.88
35660	-41.54
35680	-42.92
35700	-42.91
35720	-41.75
35740	-41.57
35760	-41.3
35780	-44.02
35800	-43.05
35820	-43.14
35840	-44.11
35860	-44.88
35880	-44.37
35900	-44.75
35920	-43.88
35940	-44.02
35960	-41.76
35980	-43.07
36000	-42.45
36020	-43.33
36040	-43.34
36060	-43.63
36080	-43.2
36100	-43.09
36120	-43.11
36140	-42.56
36160	-43.05
36180	-42.43
36200	-40.64
36220	-43.78
36240	-42.71
36260	-43.12
36280	-43.18
36300	-44.56
36320	-42.31
36340	-43.35
36360	-41.17
36380	-41.89
36400	-42.49
36420	-43.57
36440	-41.99
36460	-43.74
36480	-41.83
36500	-41.87
36520	-41.4
36540	-43.4
36560	-43
36580	-43.04
36600	-42.38
36620	-41.52
36640	-41.92
36660	-39.88
36680	-40.22
36700	-41.79
36720	-41.09
36740	-40.73
36760	-41.32
36780	-41.36
36800	-41.23
36820	-41.37
36840	-39.93
36860	-41.13
36880	-41.21
36900	-41.19
36920	-41.51
36940	-41.47
36960	-42.16
36980	-41.18
37000	-41.03
37020	-40.84
37040	-41.21
37060	-41.45
37080	-40.73
37100	-40.78
37120	-41.31
37140	-40.04
37160	-40.52
37180	-40.26
37200	-39.92
37220	-39.47
37240	-39.69
37260	-39.35
37280	-40.4
37300	-39.95
37320	-39.39
37340	-38.89
37360	-39.43
37380	-40.84
37400	-40.19
37420	-40.76
37440	-39.03
37460	-39.16
37480	-38.75
37500	-38.55
37520	-39.31
37540	-39.96
37560	-38.6
37580	-38.63
37600	-38.5
37620	-39.6
37640	-39.04
37660	-38.7
37680	-39.19
37700	-38.56
37720	-38.73
37740	-39.29
37760	-38.75
37780	-39.11
37800	-38.89
37820	-39.04
37840	-39.37
37860	-38.75
37880	-39.66
37900	-39.17
37920	-38.92
37940	-39.18
37960	-38.97
37980	-38.13
38000	-39.07
38020	-38.88
38040	-38.16
38060	-38.75
38080	-39.01
38100	-38.67
38120	-38.21
38140	-37.87
38160	-38.22
38180	-38.53
38200	-37.58
38220	-39.55
38240	-42.16
38260	-41.77
38280	-42.12
38300	-42.1
38320	-42.05
38340	-42.62
38360	-43.3
38380	-43.48
38400	-41.51
38420	-43.54
38440	-39.9
38460	-41.88
38480	-43.58
38500	-41.92
38520	-41.41
38540	-44.24
38560	-43
38580	-43.1
38600	-41.8
38620	-44.31
38640	-42.12
38660	-42.77
38680	-42.74
38700	-43.76
38720	-44.41
38740	-42.34
38760	-43.42
38780	-42.78
38800	-44.18
38820	-43.23
38840	-43.39
38860	-43.54
38880	-42.41
38900	-41.67
38920	-42.86
38940	-43.23
38960	-41.34
38980	-42.51
39000	-41.68
39020	-43.85
39040	-44.43
39060	-45.16
39080	-42.13
39100	-43.08
39120	-44.58
39140	-43.24
39160	-43.68
39180	-43.45
39200	-42.28
39220	-43
39240	-44.15
39260	-43.43
39280	-44.21
39300	-43.4
39320	-42.61
39340	-44.15
39360	-42.37
39380	-43.58
39400	-43.74
39420	-43.61
39440	-41.92
39460	-41.65
39480	-44.66
39500	-44.17
39520	-44.32
39540	-43.43
39560	-42.24
39580	-42.56
39600	-41.71
39620	-44.69
39640	-43.47
39660	-43.03
39680	-42.35
39700	-42.48
39720	-43.06
39740	-44.26
39760	-42.15
39780	-43.67
39800	-42.32
39820	-42.84
39840	-44.11
39860	-43.49
39880	-43.54
39900	-42.61
39920	-42.21
39940	-42.19
39960	-42.19
39980	-41.6
40000	-40.85
40020	-40.35
40040	-40.83
40060	-40.71
40080	-40.5
40100	-39.67
40120	-40.59
40140	-39.45
40160	-40.84
40180	-42.55
40200	-43.72
40220	-42.58
40240	-42.09
40260	-42.53
40280	-42.07
40300	-42.49
40320	-42.12
40340	-41.98
40360	-42.4
40380	-42.41
40400	-41.76
40420	-42.37
40440	-42.28
40460	-43
40480	-42.07
40500	-42.32
40520	-41.79
40540	-41.92
40560	-42.41
40580	-43.4
40600	-43
40620	-42.58
40640	-45.42
40660	-42.57
40680	-42.49
40700	-42.86
40720	-44.29
40740	-42.54
40760	-44.53
40780	-43.86
40800	-43.19
40820	-41.04
40840	-42.59
40860	-41.46
40880	-42.63
40900	-41.98
40920	-42.35
40940	-41.3
40960	-42.16
40980	-40.41
41000	-41.18
41020	-40.8
41040	-39.59
41060	-39.83
41080	-40.35
41100	-39.6
41120	-39.22
41140	-40.36
41160	-39.7
41180	-41.25
41200	-39.25
41220	-39.36
41240	-40.13
41260	-39.84
41280	-39.94
41300	-38.34
41320	-39.47
41340	-39.41
41360	-39.97
41380	-38.94
41400	-38.82
41420	-38.56
41440	-38.36
41460	-39.79
41480	-41.75
41500	-43.22
41520	-42.27
41540	-41.32
41560	-43.49
41580	-42.76
41600	-42.71
41620	-41.75
41640	-42.31
41660	-41.7
41680	-43.61
41700	-42.91
41720	-41.92
41740	-41.67
41760	-43.75
41780	-43.27
41800	-43.6
41820	-42.85
41840	-42.23
41860	-41.83
41880	-42.57
41900	-43.06
41920	-43.66
41940	-42.47
41960	-42.06
41980	-42.84
42000	-43.2
42020	-43.92
42040	-42.03
42060	-42.11
42080	-43.49
42100	-42.25
42120	-42.64
42140	-41.52
42160	-41.73
42180	-42.12
42200	-42.27
42220	-42.17
42240	-42.03
42260	-41.73
42280	-42.66
42300	-40.57
42320	-39.58
42340	-41.5
42360	-40.62
42380	-41.26
42400	-40.76
42420	-40.78
42440	-40.31
42460	-41.63
42480	-41.73
42500	-41.87
42520	-41.14
42540	-40.6
42560	-41.03
42580	-41.65
42600	-40.93
42620	-39.99
42640	-40.38
42660	-41
42680	-40.64
42700	-39.68
42720	-39.29
42740	-40.39
42760	-39.4
42780	-39.66
42800	-40.2
42820	-39.53
42840	-39.43
42860	-39.54
42880	-39.47
42900	-39.83
42920	-38.67
42940	-38.99
42960	-39.05
42980	-39.63
43000	-39.36
43020	-38.48
43040	-38.04
43060	-38.64
43080	-38.72
43100	-38.06
43120	-38.81
43140	-39.55
43160	-38.85
43180	-39.52
43200	-39.76
43220	-40.75
43240	-39.45
43260	-38.95
43280	-39.66
43300	-39.32
43320	-38.45
43340	-39.91
43360	-41.07
43380	-42.46
43400	-41.46
43420	-41.48
43440	-42.01
43460	-42.98
43480	-43.81
43500	-42.61
43520	-43.85
43540	-42.36
43560	-43.59
43580	-43.73
43600	-44.04
43620	-44.15
43640	-43.39
43660	-43.19
43680	-42.07
43700	-42.91
43720	-41.53
43740	-42.23
43760	-42.84
43780	-41.82
43800	-42.67
43820	-41.52
43840	-42.94
43860	-40.43
43880	-42.67
43900	-42.07
43920	-42.98
43940	-43.96
43960	-42.26
43980	-44.78
44000	-41.3
44020	-41.83
44040	-42.68
44060	-41.94
44080	-43.58
44100	-43.12
44120	-42.69
44140	-43.81
44160	-43.65
44180	-43.57
44200	-41.84
44220	-41.67
44240	-43.41
44260	-43.1
44280	-44.04
44300	-41.5
44320	-41.98
44340	-41.75
44360	-41.75
44380	-41.15
44400	-39.87
44420	-39.43
44440	-40.91
44460	-39.81
44480	-40.27
44500	-39.29
44520	-40.54
44540	-41.07
44560	-40.45
44580	-41.51
44600	-42.56
44620	-41.59
44640	-41.77
44660	-41.4
44680	-42.16
44700	-40.59
44720	-40.24
44740	-40.66
44760	-41.38
44780	-40.17
44800	-41.68
44820	-41.54
44840	-40.86
44860	-40.57
44880	-42.54
44900	-41.99
44920	-41.29
44940	-41.13
44960	-41.5
44980	-40.01
45000	-41.01
45020	-39.76
45040	-41.47
45060	-40.78
45080	-40.93
45100	-40.89
45120	-40.74
45140	-39.95
45160	-41.65
45180	-41.05
45200	-40.35
45220	-39.91
45240	-40.36
45260	-40.21
45280	-41.72
45300	-39.81
45320	-41.26
45340	-41.38
45360	-40.48
45380	-41.17
45400	-40.53
45420	-40.48
45440	-40.39
45460	-39.13
45480	-39.65
45500	-39.44
45520	-40.56
45540	-40
45560	-40.06
45580	-40.54
45600	-39.23
45620	-39.24
45640	-39.16
45660	-40.16
45680	-39.21
45700	-38.93
45720	-39.77
45740	-39.69
45760	-39.27
45780	-39.96
45800	-38.8
45820	-39.41
45840	-40.46
45860	-39.18
45880	-39.71
45900	-38.89
45920	-39.47
45940	-39.06
45960	-39.56
45980	-40.41
46000	-39
46020	-39.4
46040	-38.7
46060	-38.03
46080	-38.41
46100	-38.82
46120	-39.36
46140	-39.35
46160	-39
46180	-38.62
46200	-39.1
46220	-38.86
46240	-38.63
46260	-38.73
46280	-38.93
46300	-38.85
46320	-38.91
46340	-39.54
46360	-38.48
46380	-39.21
46400	-38.55
46420	-39.36
46440	-39.08
46460	-38.64
46480	-38
46500	-37.42
46520	-38.29
46540	-38.56
46560	-38.55
46580	-39
46600	-39.41
46620	-38.63
46640	-37.78
46660	-37.45
46680	-38.35
46700	-38.25
46720	-37.61
46740	-37.73
46760	-38.23
46780	-38.45
46800	-37.22
46820	-37.28
46840	-37.07
46860	-41.04
46880	-40.54
46900	-43.6
46920	-41.07
46940	-42.62
46960	-41.63
46980	-43.03
47000	-42.48
47020	-42.85
47040	-43.34
47060	-42.85
47080	-43.12
47100	-42.53
47120	-41.24
47140	-41.88
47160	-42.84
47180	-44.25
47200	-42.85
47220	-41.65
47240	-42.6
47260	-43.73
47280	-42.86
47300	-43.24
47320	-41.82
47340	-41.91
47360	-41.68
47380	-42.28
47400	-42.52
47420	-43.13
47440	-44.59
47460	-42.1
47480	-44.59
47500	-43.9
47520	-43.66
47540	-43.77
47560	-41.16
47580	-42.81
47600	-41.37
47620	-42.4
47640	-41.32
47660	-42.12
47680	-42.85
47700	-43.37
47720	-42.44
47740	-43.5
47760	-44.61
47780	-43.94
47800	-42.96
47820	-43.73
47840	-43.17
47860	-40.51
47880	-42.2
47900	-42.63
47920	-43.42
47940	-43.93
47960	-41.88
47980	-43.61
48000	-42.33
48020	-44.1
48040	-41.83
48060	-42.48
48080	-43.66
48100	-43.4
48120	-43.28
48140	-44.49
48160	-45.08
48180	-43.8
48200	-43.7
48220	-43
48240	-42.88
48260	-44.33
48280	-43.59
48300	-42.82
48320	-43.32
48340	-42.88
48360	-41.42
48380	-42.35
48400	-42.56
48420	-42.98
48440	-41.44
48460	-42.99
48480	-41.38
48500	-41.65
48520	-41.18
48540	-40.5
48560	-40.57
48580	-40.88
48600	-41.71
48620	-41.52
48640	-41.44
48660	-41.1
48680	-40.4
48700	-42.06
48720	-41.19
48740	-40.41
48760	-40.56
48780	-41.63
48800	-40.68
48820	-41.45
48840	-40.99
48860	-39.56
48880	-39.9
48900	-40.05
48920	-39.93
48940	-39.58
48960	-39.06
48980	-39.74
49000	-39.67
49020	-39.21
49040	-40.25
49060	-40.32
49080	-41.91
49100	-41.96
49120	-42.22
49140	-40.68
49160	-39.58
49180	-39.97
49200	-39.16
49220	-39.01
49240	-39.39
49260	-38.39
49280	-40.42
49300	-41.2
49320	-41.88
49340	-41
49360	-42.38
49380	-41.96
49400	-42.46
49420	-42.67
49440	-41.75
49460	-42
49480	-41.54
49500	-41.13
49520	-41.51
49540	-41.24
49560	-40.71
49580	-41.8
49600	-41.1
49620	-40.94
49640	-39.9
49660	-40.73
49680	-39.94
49700	-40.8
49720	-40.3
49740	-40.08
49760	-40.6
49780	-40.9
49800	-40.05
49820	-40.84
49840	-40.52
49860	-40.33
49880	-40.27
49900	-41.32
49920	-40.9
49940	-41.15
49960	-40.42
49980	-41.12
50000	-40.84
50020	-39.78
50040	-39.06
50060	-41.16
50080	-39.61
50100	-40.69
50120	-41.09
50140	-41.46
50160	-39.93
50180	-40.6
50200	-40.77
50220	-40.38
50240	-40.18
50260	-40.18
50280	-41.18
50300	-41.45
50320	-39.98
50340	-41.4
50360	-40.94
50380	-40.18
50400	-40.24
50420	-40.41
50440	-40.66
50460	-40.22
50480	-41.38
50500	-39.89
50520	-38.8
50540	-40.64
50560	-40.39
50580	-40.66
50600	-41.11
50620	-40.34
50640	-40.5
50660	-39.92
50680	-39.22
50700	-40.87
50720	-40.21
50740	-40.24
50760	-40.72
50780	-39.98
50800	-40.69
50820	-40.2
50840	-41.12
50860	-40.64
50880	-39.87
50900	-40.33
50920	-39.71
50940	-40.39
50960	-41.84
50980	-40.59
51000	-39.69
51020	-41.01
51040	-39.97
51060	-39.86
51080	-40.24
51100	-40.05
51120	-41.28
51140	-40.89
51160	-40.19
51180	-41.31
51200	-40
51220	-39.83
51240	-41.12
51260	-40.33
51280	-41.07
51300	-41.28
51320	-40.56
51340	-39.86
51360	-39.4
51380	-40.77
51400	-39.71
51420	-40.23
51440	-39.8
51460	-39.91
51480	-40.25
51500	-40.85
51520	-41.89
51540	-40.5
51560	-40.6
51580	-41.42
51600	-41.75
51620	-40.31
51640	-41.8
51660	-40.17
51680	-39.46
51700	-38.9
51720	-39.03
51740	-38.98
51760	-39.41
51780	-39.35
51800	-39.49
51820	-40.2
51840	-40.38
51860	-39.46
51880	-39.78
51900	-39.69
51920	-39.96
51940	-38.57
51960	-39.44
51980	-39.31
52000	-39.09
52020	-39.41
52040	-39.58
52060	-39.81
52080	-39.88
52100	-39.48
52120	-39.03
52140	-38.81
52160	-39.4
52180	-39.3
52200	-38.88
52220	-38.29
52240	-39.02
52260	-38.63
52280	-39.77
52300	-39.01
52320	-39.96
52340	-39.06
52360	-39.5
52380	-39.94
52400	-40.07
52420	-38.89
52440	-39.69
52460	-39.18
52480	-38.79
52500	-38.2
52520	-39.45
52540	-39.89
52560	-39.45
52580	-38.68
52600	-38.84
52620	-39.89
52640	-40.09
52660	-39.56
52680	-39.45
52700	-39.4
52720	-39.73
52740	-39.35
52760	-39.86
52780	-39.43
52800	-38.42
52820	-39.62
52840	-39.1
52860	-39.32
52880	-38.94
52900	-39.71
52920	-39.35
52940	-39.4
52960	-39.33
52980	-39.11
53000	-39.39
53020	-38.21
53040	-39.11
53060	-38.83
53080	-39.6
53100	-39.58
53120	-39.3
53140	-39.44
53160	-38.53
53180	-40.58
53200	-39.04
53220	-38.49
53240	-38.28
53260	-38.59
53280	-38.72
53300	-38.82
53320	-39.64
53340	-39.77
53360	-37.88
53380	-38.22
53400	-39.59
53420	-39.4
53440	-38.67
53460	-38.86
53480	-39.25
53500	-38.16
53520	-39.24
53540	-38.72
53560	-39.14
53580	-38.35
53600	-38.86
53620	-38.06
53640	-37.96
53660	-39.63
53680	-38.76
53700	-39.8
53720	-39.12
53740	-39.02
53760	-39.72
53780	-38.37
53800	-38.3
53820	-38.88
53840	-38.25
53860	-38.29
53880	-37.71
53900	-37.51
53920	-38.19
53940	-38.78
53960	-38.85
53980	-41.23
54000	-41.31
54020	-41.63
54040	-39.3
54060	-38.65
54080	-38.43
54100	-38.94
54120	-38.63
54140	-39.12
54160	-39.16
54180	-39.61
54200	-37.76
54220	-39.94
54240	-43.59
54260	-41.93
54280	-42.59
54300	-42.82
54320	-43.08
54340	-41.81
54360	-42.99
54380	-42.11
54400	-42.96
54420	-42.65
54440	-43.31
54460	-41.74
54480	-43.71
54500	-43.64
54520	-42.42
54540	-42.61
54560	-43.23
54580	-42.69
54600	-42
54620	-42.15
54640	-43.16
54660	-42.64
54680	-41.7
54700	-42.69
54720	-42.3
54740	-43.03
54760	-42.69
54780	-40.8
54800	-41.04
54820	-43.39
54840	-40.94
54860	-42.63
54880	-41.02
54900	-41.13
54920	-39.07
54940	-37.64
54960	-37.08
54980	-38.86
55000	-40.23
55020	-43.11
55040	-42.3
55060	-43.03
55080	-42.81
55100	-42.46
55120	-44.05
55140	-41.11
55160	-41.89
55180	-43.56
55200	-42.14
55220	-42.71
55240	-43.56
55260	-42.03
55280	-43.96
55300	-43.46
55320	-42.57
55340	-40.96
55360	-41.54
55380	-41.31
55400	-41.28
55420	-42.1
55440	-39.71
55460	-37.83
55480	-39.34
55500	-39.2
55520	-39.55
55540	-38.67
55560	-39.96
55580	-38.98
55600	-40
55620	-39.58
55640	-39.48
55660	-39.37
55680	-39.31
55700	-38.21
55720	-39.07
55740	-38.97
55760	-39.77
55780	-39.87
55800	-41.11
55820	-41.96
55840	-44.06
55860	-44
55880	-40.61
55900	-43.12
55920	-43.54
55940	-43.58
55960	-42.5
55980	-42.05
56000	-44.22
56020	-42.32
56040	-42.24
56060	-42.98
56080	-43.18
56100	-42.26
56120	-41.88
56140	-41.45
56160	-41.98
56180	-43.06
56200	-43.26
56220	-42.31
56240	-41.85
56260	-41.01
56280	-43.51
56300	-42.83
56320	-41.92
56340	-41.71
56360	-42.35
56380	-43.53
56400	-41.82
56420	-41.57
56440	-42.11
56460	-42.31
56480	-41.26
56500	-41.05
56520	-41.37
56540	-40.79
56560	-41.49
56580	-41.26
56600	-41.04
56620	-40.62
56640	-40.26
56660	-40.54
56680	-40.83
56700	-39.77
56720	-39.54
56740	-40.32
56760	-39.99
56780	-40.23
56800	-40.48
56820	-39.28
56840	-40.36
56860	-41.04
56880	-41.44
56900	-40.03
56920	-40.16
56940	-40.1
56960	-40.58
56980	-41.01
57000	-40.63
57020	-39.37
57040	-40.95
57060	-41.48
57080	-41.67
57100	-40.14
57120	-40.83
57140	-40.46
57160	-40.8
57180	-40.67
57200	-39.53
57220	-40.79
57240	-40.53
57260	-40.43
57280	-40.64
57300	-40.69
57320	-39.97
57340	-39.92
57360	-39.3
57380	-39.72
57400	-39.73
57420	-40.48
57440	-39.38
57460	-39.61
57480	-39.24
57500	-40.63
57520	-39.16
57540	-39.04
57560	-39.48
57580	-40.01
57600	-38.17
57620	-39.17
57640	-39.66
57660	-38.46
57680	-40.59
57700	-39.21
57720	-39.59
57740	-39.53
57760	-39.08
57780	-38.8
57800	-38.59
57820	-38.76
57840	-38.88
57860	-38.81
57880	-38.26
57900	-39.6
57920	-39.97
57940	-40.21
57960	-40.01
57980	-40.02
58000	-38.17
58020	-38.26
58040	-38.92
58060	-42.24
58080	-42.1
58100	-41.46
58120	-42.91
58140	-41.18
58160	-42.57
58180	-40.52
58200	-38.39
58220	-38.96
58240	-37.84
58260	-38.71
58280	-42.03
58300	-41.86
58320	-41
58340	-43.11
58360	-42.13
58380	-43.1
58400	-41.94
58420	-43.46
58440	-41.94
58460	-41.94
58480	-42.29
58500	-43.36
58520	-42.02
58540	-42.57
58560	-41.92
58580	-40.69
58600	-40.96
58620	-40.94
58640	-39.03
58660	-39.39
58680	-38.98
58700	-39.94
58720	-38.21
58740	-39.35
58760	-39.84
58780	-40.37
58800	-41.51
58820	-40.6
58840	-40.52
58860	-40.33
58880	-38.86
58900	-39.38
58920	-38.44
58940	-38.65
58960	-38.42
58980	-37.91
59000	-38.37
59020	-38.16
59040	-37.59
59060	-37.81
59080	-40.86
59100	-42.17
59120	-42.71
59140	-41.93
59160	-44.18
59180	-41.74
59200	-42.64
59220	-43.14
59240	-44.35
59260	-42.76
59280	-41.3
59300	-42.48
59320	-40.53
59340	-37.6
59360	-38.46
59380	-37.7
59400	-37.7
59420	-38.16
59440	-39.78
59460	-42.31
59480	-41.86
59500	-41.75
59520	-42.8
59540	-44.27
59560	-44.2
59580	-42.53
59600	-43.73
59620	-43.68
59640	-42.81
59660	-43.24
59680	-42.71
59700	-42.9
59720	-42.13
59740	-41.62
59760	-41.98
59780	-43.74
59800	-42.79
59820	-44.04
59840	-44.15
59860	-43.67
59880	-42.12
59900	-43.86
59920	-42.74
59940	-41.56
59960	-42.86
59980	-43.55
60000	-43.35
60020	-42.36
60040	-43.81
60060	-42.52
60080	-43.23
60100	-43.6
60120	-43.42
60140	-43.61
60160	-42.5
60180	-43.28
60200	-44.01
60220	-42.91
60240	-43.18
60260	-42.08
60280	-42.87
60300	-42.45
60320	-42.5
60340	-44.03
60360	-42.58
60380	-42.19
60400	-44.34
60420	-43.81
60440	-42.01
60460	-44.39
60480	-42.62
60500	-43.05
60520	-42.96
60540	-42.66
60560	-42.62
60580	-43.13
60600	-43.44
60620	-43.35
60640	-43.57
60660	-42.04
60680	-43.91
60700	-42.47
60720	-43.5
60740	-43.36
60760	-43.87
60780	-43.69
60800	-42.48
60820	-45.07
60840	-43.15
60860	-43.61
60880	-44.11
60900	-43.55
60920	-43.86
60940	-42.21
60960	-43.11
60980	-44.38
61000	-44.03
61020	-43.75
61040	-46.04
61060	-42.16
61080	-42.66
61100	-44.72
61120	-43.78
61140	-45.16
61160	-43.05
61180	-42.81
61200	-43.81
61220	-43.14
61240	-44.38
61260	-42.65
61280	-44.18
61300	-43.99
61320	-43.72
61340	-43.32
61360	-43.94
61380	-41.66
61400	-41.84
61420	-42.98
61440	-44.34
61460	-43.52
61480	-42.61
61500	-43.58
61520	-45.01
61540	-44.83
61560	-44.97
61580	-45.36
61600	-44.39
61620	-44.31
61640	-42.81
61660	-43.34
61680	-43.64
61700	-43.09
61720	-42.88
61740	-43.1
61760	-42.76
61780	-43.55
61800	-45.73
61820	-43.84
61840	-44.71
61860	-44.7
61880	-44.37
61900	-42.97
61920	-42.87
61940	-43.52
61960	-44.57
61980	-43.09
62000	-43.34
62020	-44.66
62040	-46.37
62060	-43.76
62080	-44.03
62100	-45.05
62120	-44.4
62140	-43.73
62160	-43.89
62180	-42.44
62200	-42.85
62220	-45.17
62240	-44.94
62260	-44.9
62280	-43.28
62300	-43.86
62320	-44.36
62340	-44.37
62360	-44.04
62380	-43.19
62400	-44.08
62420	-44.23
62440	-44.24
62460	-46.45
62480	-44.03
62500	-44.88
62520	-43.93
62540	-44.55
62560	-45.46
62580	-44.02
62600	-44.41
62620	-44.3
62640	-44.44
62660	-42.6
62680	-43.38
62700	-45.65
62720	-46.18
62740	-45.23
62760	-45.09
62780	-43.72
62800	-44.31
62820	-43.01
62840	-43.13
62860	-43.71
62880	-44.71
62900	-45.91
62920	-44.19
62940	-44.15
62960	-44.3
62980	-43.92
63000	-43.6
63020	-43.3
63040	-44.08
63060	-44.36
63080	-45.1
63100	-45.34
63120	-44.26
63140	-44.52
63160	-43.88
63180	-44.13
63200	-45.16
63220	-44.28
63240	-44.68
63260	-42.29
63280	-44.89
63300	-43.5
63320	-43.38
63340	-44.3
63360	-42.19
63380	-42.92
63400	-42.83
63420	-43.21
63440	-43.27
63460	-43.33
63480	-43.02
63500	-44.52
63520	-43.63
63540	-43.66
63560	-43.45
63580	-42.44
63600	-43.15
63620	-43.46
63640	-43.05
63660	-43.13
63680	-43.05
63700	-44.13
63720	-43.58
63740	-44.87
63760	-44.06
63780	-44.61
63800	-43.1
63820	-43.53
63840	-43.92
63860	-43.17
63880	-40.96
63900	-39.41
63920	-39.51
63940	-40.64
63960	-40.07
63980	-39.84
64000	-39.8
64020	-40.12
64040	-40.01
64060	-38.51
64080	-39.94
64100	-40.85
64120	-42.25
64140	-41.54
64160	-43.4
64180	-42.75
64200	-42.63
64220	-45.4
64240	-44.2
64260	-43.96
64280	-42.82
64300	-42.43
64320	-42.52
64340	-45.42
64360	-43.27
64380	-43.93
64400	-44.17
64420	-43.99
64440	-43.2
64460	-44.02
64480	-45.77
64500	-44.96
64520	-44.8
64540	-45.83
64560	-44.81
64580	-44.14
64600	-44.79
64620	-45.25
64640	-42.89
64660	-43.63
64680	-46.27
64700	-44.68
64720	-43.82
64740	-44.65
64760	-43.12
64780	-42.11
64800	-42.9
64820	-44.6
64840	-44.01
64860	-43.56
64880	-44.73
64900	-43.63
64920	-43.57
64940	-43.21
64960	-45.01
64980	-42.24
65000	-42.41
65020	-43
65040	-44.83
65060	-43.7
65080	-43.72
65100	-44.44
65120	-43.24
65140	-43.46
65160	-43.78
65180	-42.53
65200	-42.41
65220	-43.94
65240	-43.11
65260	-42.81
65280	-41.96
65300	-44.35
65320	-45.52
65340	-43.9
65360	-45.06
65380	-44.17
65400	-44.19
65420	-44.9
65440	-44.14
65460	-43.24
65480	-44.67
65500	-44.42
65520	-43.76
65540	-45.53
65560	-43.54
65580	-45.14
65600	-44.3
65620	-44.04
65640	-42.37
65660	-44.01
65680	-43.31
65700	-45.01
65720	-42.98
65740	-44.93
65760	-44.37
65780	-43.41
65800	-44.81
65820	-45.62
65840	-44.24
65860	-46.07
65880	-44.42
65900	-43.87
65920	-44.79
65940	-44.88
65960	-43.9
65980	-43.38
66000	-45.1
66020	-44.3
66040	-43.43
66060	-45
66080	-43.49
66100	-43.15
66120	-45.55
66140	-43.27
66160	-42.45
66180	-44.37
66200	-44.47
66220	-42.07
66240	-42.56
66260	-43.63
66280	-44.92
66300	-44.28
66320	-44.84
66340	-42.88
66360	-44.08
66380	-42.93
66400	-43.06
66420	-44.84
66440	-43.73
66460	-45.35
66480	-45.29
66500	-43.91
66520	-44.87
66540	-44.35
66560	-42.38
66580	-43.39
66600	-44.68
66620	-45.05
66640	-44.58
66660	-44.26
66680	-42.1
66700	-42.46
66720	-43.61
66740	-42.22
66760	-43.58
66780	-44.28
66800	-43.27
66820	-44.16
66840	-45.04
66860	-42.92
66880	-43.57
66900	-43.76
66920	-42.34
66940	-42.84
66960	-43.19
66980	-44.33
67000	-44.33
67020	-44.12
67040	-44.85
67060	-44.72
67080	-43.86
67100	-42.13
67120	-42.07
67140	-43.8
67160	-44.01
67180	-45.34
67200	-44.94
67220	-44.79
67240	-44.77
67260	-43.85
67280	-43.57
67300	-43.07
67320	-43.53
67340	-42.73
67360	-42.18
67380	-42.44
67400	-44.22
67420	-40.46
67440	-42.05
67460	-43.25
67480	-43.47
67500	-42.49
67520	-42.93
67540	-42.57
67560	-43.53
67580	-44.55
67600	-44.85
67620	-45.08
67640	-43.01
67660	-43.12
67680	-45.36
67700	-45.24
67720	-43.86
67740	-44.7
67760	-43.94
67780	-43.24
67800	-43.27
67820	-43.43
67840	-44.67
67860	-44.44
67880	-45.06
67900	-44.08
67920	-42.37
67940	-44.32
67960	-44.66
67980	-42.63
68000	-43.73
68020	-44.95
68040	-43.44
68060	-46.05
68080	-43.62
68100	-44.35
68120	-43.08
68140	-43
68160	-43.42
68180	-45.68
68200	-45
68220	-43.34
68240	-45.15
68260	-43.32
68280	-41.98
68300	-42.89
68320	-43.93
68340	-44.8
68360	-42.76
68380	-43.31
68400	-43.93
68420	-43.34
68440	-44.5
68460	-45.32
68480	-44.12
68500	-45.05
68520	-44.02
68540	-45.3
68560	-44.26
68580	-42.67
68600	-43.74
68620	-43.93
68640	-42.76
68660	-43.54
68680	-43.23
68700	-43.93
68720	-43.71
68740	-43.89
68760	-43.13
68780	-44.9
68800	-44.39
68820	-44.42
68840	-43.03
68860	-42.4
68880	-43.28
68900	-44.69
68920	-44.57
68940	-42.83
68960	-43.48
68980	-44.36
69000	-41.5
69020	-41.69
69040	-44.46
69060	-41.97
69080	-43.74
69100	-44.3
69120	-43.68
69140	-44.41
69160	-43.05
69180	-43.46
69200	-44.42
69220	-44.68
69240	-45.39
69260	-44.21
69280	-43.9
69300	-43.58
69320	-43.85
69340	-43.21
69360	-43.37
69380	-42.59
69400	-43.52
69420	-42.05
69440	-41.72
69460	-40.34
69480	-40.98
69500	-39.98
69520	-40.01
69540	-40.05
69560	-38.52
69580	-39.34
69600	-39.2
69620	-40.93
69640	-42.73
69660	-43.76
69680	-45.09
69700	-44.29
69720	-44.73
69740	-44.77
69760	-44.29
69780	-42.69
69800	-44.42
69820	-44.87
69840	-45.16
69860	-44.04
69880	-44.19
69900	-44.36
69920	-43.85
69940	-44.09
69960	-42.91
69980	-43.22
70000	-43.47
70020	-45.11
70040	-44.33
70060	-44.09
70080	-44.35
70100	-42.49
70120	-42.64
70140	-43.53
